objectid,accessioned,accessionnum,locationid,title,displaydate_x,beginyear,visualbrowserclassification_x,endyear,visualbrowsertimespan,medium,dimensions,inscription,markings,attributioninverted,attribution,provenancetext,creditline,classification_x,subclassification,parentid,isvirtual,departmentabbr,portfolio,series,volume,watermarks,lastdetectedmodification,wikidataid,iiifurl,imageurl
112373,1,2000.61.1,,The Triumph of Galatea,c. 1650,1650,painting,1650,1601 to 1650,oil on canvas,"original canvas: 148.3 × 203 cm (58 3/8 × 79 15/16 in.)
with extensions: 152.1 × 205.1 cm (59 7/8 × 80 3/4 in.)
framed: 178.75 × 234.32 × 15.24 cm (70 3/8 × 92 1/4 × 6 in.)",,,"Cavallino, Bernardo",Bernardo Cavallino,"Art market, Genoa, c. 1974.[1] Private collection, Switzerland; (Hazlitt, Gooden and Fox, London), 1981-1982; Saul P. Steinberg [1914-1999], New York; purchased 1 June 2000 through (Richard Feigen and Co., New York) by NGA.


[1] This painting has been linked to a commission from Don Antonio Ruffo, an important art collector from Messina, to Artemisia Gentileschi: arguments in favor of this provenance can be found in Nicola Spinosa's essay in _Bernardo Cavallino (1616-1656)_, exh. cat., Museo Pignatelli, Naples, 1985: 188 and 219; Jozef Grabski, ""On Seicento Painting in Naples: Some Observations on Bernardo Cavallino, Artemisia Gentileschi and Others,"" _Artibus et Historiae_ 11 (1985): 23-63 (41-55); and especially R.  Ward Bissell, _Artemisia Gentileschi and the Authority of Art. Critical Reading and Catalogue Raisonné_, University Park, 1999: 287-288. However, a number of discrepancies between the inventory description of the Ruffo canvas and the NGA painting call this provenance into question. Furthermore, technical examination of the work has found no evidence of the separate hands of both Artemisia, to whom the commission was awarded, and Cavallino. It is therefore unlikely that the NGA painting is the one described in Ruffo's collection.

More recently, Christopher Marshall put forward another possible provenance for the work. The collection of Antonio Arici in Naples held ""a Galatea, with various _putti_, who rides on the sea...by Bernardo Cavalliero."" This connection, however, proves equally problematic. While the recorded dimensions correspond with those of the NGA 2000.61.1, it is rather surprising that the inventory, probably drawn up by Arici's own sister in 1744, would mistake the adult seafaring tritons in the NGA painting for _putti_ (Christopher R. Marshall, ""An early inventory reference and new technical information for Bernardo Cavallino's 'Triumph of Galatea',"" _The Burlington Magazine_ CXLVII (2005): 42-43. The connection with Arici was first suggested by Stefano Causa, ""Risarcimento di Onofrio Palumbo,"" _Paragone_ 37-8 (1993): 36 n. 29.

",Patrons' Permanent Fund,Painting,,,0,CIS-B,,,,,2023-05-09 17:01:03.48-04,Q20177361,https://api.nga.gov/iiif/2a5639e1-8243-4d24-b9dc-e4fbcfb822d5,"https://api.nga.gov/iiif/2a5639e1-8243-4d24-b9dc-e4fbcfb822d5/full/!800,800/0/default.jpg"
576,1,1940.2.1,8441,The Maas at Dordrecht,c. 1650,1650,painting,1650,1601 to 1650,oil on canvas,"overall: 114.9 x 170.2 cm (45 1/4 x 67 in.)
framed: 151.1 x 205.1 x 15.2 cm (59 1/2 x 80 3/4 x 6 in.)",on sideboard of ship in right foreground: A.cuyp,,"Cuyp, Aelbert",Aelbert Cuyp,"Johan van der Linden van Slingeland [1701-1782], Dordrecht, by 1752.[1] (his estate sale, at his residence by J. Yver and A. Delfos, Dordrecht, 22 August 1785 and days following, no. 70); ""Rens"" or ""Delfos.""[2] (Alexis Delahante, London), c. 1804 to 1814; sold to Abraham Hume, Bart. [1749-1838], Wormley, Hertfordshire, by 1815;[3] by inheritance to his grandson, John Hume Cust, Viscount Alford, M. P. [1812-1851], Ashridge Park, Hertfordshire; by inheritance to his son, John William Spencer, 2nd earl Brownlow [1842-1867], Ashridge Park; by inheritance to his brother, Adelbert Wellington, 3rd earl Brownlow [1844-1921], Ashridge Park and London; (his estate sale, Christie, Manson & Woods London, 4 and 7 May 1923, no. 75); (Duveen Brothers, Inc., London, New York, and Paris);[4] by exchange 1940 to The A.W. Mellon Educational and Charitable Trust, Pittsburgh; gift 1940 to NGA.


[1] Gerard Hoet, _Catalogus of Naamlyst van Schilderijen..._, 2 vols., The Hague, 1752, 2: 490. Van Slingeland's inventory describes two paintings as: ""Twee stukken, zynde het Gezigt van de Stad Dordrecht tot het huys Merwerde met veele Jachten en Scheepen, zynde een Rendevous daar Prins Maurits van Orange in een Chaloup met eenige andere Prince van de Stad na het jagt wert gevoert tegens over welke Chaloup een andere is waarinne Oldenbarnevelt overend staande op Prince Maurits siet, na het Leven, door Albert Kuyp. ieder h. 43 d. br. 64 en een half d."" [""Two pieces, being the view of the City of Dordrecht to the Huys Merwede with many yachts and ships, being a rendezvous there [of] Prince Maurits of Orange in a 'Chaloup' with several other Princes from the city brought over to the yacht across from this 'Chaloup' is another in which Oldenbarnevelt stands looking down on Prince Maurits, from life, by Aelbert Cuyp. each h. 43 d. w. 64 1/2 d.""] The description and dimensions seem to identify these paintings as Cuyp's _View on the Maas near Dordrecht_ at Waddesdon Manor and the Gallery's _The Maas at Dordrecht_. As Oldenbarnevelt was executed in 1619 and Prince Maurits had died in 1625, these identifications were clearly fanciful.

[2] A margin note in the NGA copy of the sale catalogue gives the buyer as Delfos (who was one of the auctioneers and also bought several other paintings in the sale), but a note in a copy at the British Museum Library gives the buyer as ""Rens."" Cornelis Hofstede de Groot, _A Catalogue Raisonné of the Works of the Most Eminent Dutch Painters of the Seventeenth Century_, trans. Edward G. Hawke, 8 vols., London, 1907-1927, 2: 17-18, no. 36, says lot 70, which he mistakenly believed to be the Waddesdon Manor painting (Stephen Reiss, _Aelbert Cuyp_, Boston, 1975: 145, no. 106), was sold to ""Reus,"" and although the note in the copy of the catalogue in the Rijksbureau voor Kunsthistorisches Documentatie, The Hague, could be read as either ""Reus"" or ""Rens,"" the one in the British Museum Library is not ambiguous. 

[3] William Buchanan, _Memoirs of Painting_, 2 vols., London, 1824: 2:192. The dates for Delahante's ownership are from the Duveen prospectus for the painting, in NGA curatorial files. Hume lent the painting to an exhibition in 1815.

[4] Details about Duveen’s ownership of the painting (it was their inventory number 4870) can be traced in the Duveen Brothers Records, accession number 960015, Research Library, Getty Research Institute, Los Angeles (copies in NGA curatorial files): reel 36, box 108, page from the Paris stockbook for May 1923; reel 45, box 133, folder 5; reel 66, box 186, page from the general stockbook where the painting is number 28069; reel 83, box 228, folders 10 and 11; reel 89, box 234, folder 18; reel 189, box 334, folder 2, correspondence about the ""loan"" of the painting to the Kaiser Friedrich Museum in 1931 and the possibility of it being exchanged for a work in the Berlin museum's collection.",Andrew W. Mellon Collection,Painting,,,0,CNE-B,,,,,2023-05-09 17:01:03.48-04,Q5822565,https://api.nga.gov/iiif/317eb85d-cb70-4408-837b-bcaff6de5f85,"https://api.nga.gov/iiif/317eb85d-cb70-4408-837b-bcaff6de5f85/full/!800,800/0/default.jpg"
67884,1,1986.50.205,,Il Greco in Troia: Plate 8,,1651,print,1725,1651 to 1700,etching and engraving on laid paper [restrike],,,,"Westerhout, Arnold von",Arnold von Westerhout,,Transferred from The Library of Congress,Print,,,0,CG-E,"Quadreria Medicea, vol.4","Quadreria Medicea, vol.4 [1986.50.109-207]",,,2023-05-09 17:01:03.48-04,Q74874240,https://api.nga.gov/iiif/2d5c1110-fec3-4f94-b607-aa7abab0ccfc,"https://api.nga.gov/iiif/2d5c1110-fec3-4f94-b607-aa7abab0ccfc/full/!800,800/0/default.jpg"
60931,1,1981.69.33,,L'Hostel de Vandosme a Paris,1652,1652,print,1652,1651 to 1700,etching,,,,"Silvestre, Israël",Israël Silvestre,,Gift of Robert H. Thayer,Print,,,0,CG-E,Diuerses veues faictes sur le naturel: no.1,Diuerses veues faictes sur le naturel: no.1,,,2023-05-10 13:28:58.583-04,Q74037694,https://api.nga.gov/iiif/39371f2d-e0f4-42d3-bbf9-2350abc7c48f,"https://api.nga.gov/iiif/39371f2d-e0f4-42d3-bbf9-2350abc7c48f/full/!800,800/0/default.jpg"
81599,1,1985.61.2635,,De Sael van Orange Ghebouwt by Haere Hoocht Amalie Princesse Dovariere von Orange...,published c. 1653,1653,volume,1653,1651 to 1700,1 vol: ill:,,,,"Post, Pieter Jansz (author)",Pieter Jansz Post (author),,"Mark J. Millard Architectural Collection, David K.E. Bruce Fund",Volume,Print,,0,CG-E,,,,,2023-05-09 17:01:03.48-04,,,
66,1,1937.1.59,8434,Herdsmen Tending Cattle,1655/1660,1655,painting,1660,1651 to 1700,oil on canvas,"overall: 66 x 87.6 cm (26 x 34 1/2 in.)
framed: 88.9 x 109.9 x 3.8 cm (35 x 43 1/4 x 1 1/2 in.)",lower left: A.cuijp,,"Cuyp, Aelbert",Aelbert Cuyp,"Possibly Gerard Vandergucht [1696-1776], London, c. 1750; possibly (his sale, London, 1757, no. 66); Jennens,[1] possibly for Henry Penton [d. 1806], London;[2] (his sale, Skinner & Dyke, London, 10 June 1800, no. 49); Sir Henry Paulet St. John-Mildmay, 3rd bt. [1764-1808], Dogmersfield House, Hampshire; by inheritance to his wife, Lady Jane St. John-Mildmay [c. 1765-1857], Dogmersfield House; by inheritance to her grandson, Sir Henry Bouverie Paulet St. John-Mildmay, 5th bt. [1810-1902], Dogmersfield House; by inheritance to his son, Sir Henry Paulet St. John-Mildmay, 6th bt. [1853-1916], Dogmersfield House; (M. Knoedler & Co., New York), from 1902; sold April 1905 to Andrew W. Mellon, Pittsburgh and Washington, D.C.; deeded 28 December 1934 to The A.W. Mellon Educational and Charitable Trust, Pittsburgh; gift 1937 to NGA.


[1] The only source to mention Vandergucht (also written van der Gucht) is the Knoedler prospectus for the painting, in NGA curatorial files, which mistakenly lists the Vandergucht sale of 1777 that did not include any paintings by Cuyp. See instead Frank Simpson, “Dutch Paintings in England before 1760,” _The Burlington Magazine_ 95 (January 1953): 41, who lists a ""Landscape with Cattle, etc."" by Cuyp as being no. 66 in a 1757 Vandergucht sale in London, where it was bought by “Jennens.” The listing appears in one of two manuscript volumes in the Victoria and Albert Museum library, London, that contain transcripts of catalogues of the principal collections of paintings sold in England between 1711 and 1759. Jennens was likely Charles Jennens, whom Simpson describes as having brought together by the mid-eighteenth century the largest collection of Dutch paintings then in England. Without further description or size information in the transcription, however, it is not possible to know whether the painting in question is identical to _Herdsmen Tending Cattle_.

[2] The Knoedler prospectus, in NGA curatorial files, says that Penton acquired the painting at the Vandergucht sale. Penton certainly owned the picture by 1760, the date on François Vivares’ reproductive engraving, entitled _The Evening_. It depicts the composition in reverse but, with the exception of a group of two birds, it is otherwise identical. This print is listed in Charles LeBlanc, _Manuel de l’amateur d’estampes_, 4 vols., Paris, 1854: 4:141, no. 20; and Andreas Andresen, _Handbuch für Kupferstichsammler..._, 2 vols., Leipzig, 1873: 2:678, no. 17. 
",Andrew W. Mellon Collection,Painting,,,0,CNE-B,,,,,2023-05-09 17:01:03.48-04,Q20177389,https://api.nga.gov/iiif/e394bc24-b1d8-4358-92c1-0d78480b5473,"https://api.nga.gov/iiif/e394bc24-b1d8-4358-92c1-0d78480b5473/full/!800,800/0/default.jpg"
70,1,1937.1.63,8469,An Old Woman Dozing over a Book,c. 1655,1655,painting,1655,1651 to 1700,oil on canvas,overall: 82.2 x 67 cm (32 3/8 x 26 3/8 in.),upper right above keys: N. MAES,,"Maes, Nicolaes",Nicolaes Maes,"Antoine Delacoux de Marivault [1771-1846], Paris; (his sale, Salle Desmarets by Le Brun and Jaluzot, Paris, 9-10 June 1806, 1st day, no. 29, probably bought in);[1] (sale, by Pérignon and Chariot, Paris, 28-29 March 1816, 1st day, no. 49, bought in); deposited 1817 with (Frederic Quilliet, Paris);[2] (Quilliet sale, by Henry and Jaluzot, Paris, 15-17 April 1818, 1st day, no. 188). possibly (sale, Edward Foster, London, 7 June 1833, no. 69).[3] (Anonymous sale, Worcester, 1856); Thomas Grove Smith [d. 1879], Rashwood House, Droitwich, Worcestershire; by inheritance to his son, Herbert George Smith [d. 1918], Apsey House, Batheaston, Somerset;[4] (Arthur J. Sulley & Co., London); sold 25 September 1919 to (Thos. Agnew & Sons, Ltd., London); sold 15 January 1920 to (John Levy Galleries, New York).[5] Nils B. Hersloff, East Orange, New Jersey;[6] consigned April 1933-May 1934 and January 1935-April 1936 to (M. Knoedler & Co., New York);[7] purchased 16 April 1936 by The A.W. Mellon Educational and Charitable Trust, Pittsburgh; gift 1937 to NGA.


[1] The early provenance of the painting, through 1833, was kindly provided by Burton B. Fredericksen in a letter to Arthur Wheelock, dated 18 December 2002, in NGA curatorial files. Marivault's collection was offered for sale _en bloc_ in January 1806; concerning this exhibition/sale, and the June 1806 sale and confusion surrounding its dates, see also Burton B. Fredericksen and Benjamin Peronnet, eds., _Répertoire des tableaux vendus en France au XIXe siècle_, one volume in two parts, Los Angeles, 1998: pt. 1:32-33, 35-36, cats. 96 and 109. William W. Robinson, in a letter to Arthur Wheelock of 12 March 1996 (in NGA curatorial files), noted a sale record in the Rijksbureau voor Kunsthistorische Documentatie (RKD), The Hague, that gives the dates as 10-11 June 1809. However, the description of lot number 29 is identical to the description in the 1806 catalogue, so the 1809 date is likely in error. Frits Lugt (_Répertoire des catalogues de ventes publiques_, 4 vols., The Hague, 1938-1964: vol. 1) cross-references three sales to each other--Lugt numbers 6281, 7604, and 8017--that all likely refer to the 1806 sale, which is Lugt number 7119. 

[2] Fredericksen and Peronnet 1998, pt. 1:32, cat. 96.

[3] As Fredericksen points out in his letter (see note 1), the paintings in this sale are described as having been ""just imported from France,"" but the description is brief and the dimensions are not given, so the painting's identity is uncertain.

[4] The provenance from 1856 to 1919 comes from a three-page typewritten pamphlet concerning the work written by W. Roberts in 1919. It was probably produced for Sulley and Co., London, and is in the library of M. Knoedler & Co., New York (copy in NGA curatorial files).

[5] Stockbook no. 5563, Thomas Agnew & Sons, London. A handwritten note by Frits Lugt in a copy of the 1935 Knoedler exhibition catalogue that included the painting (now at the Rijksbureau voor Kunsthistorische Documentatie, The Hague) reads: ""fraai, heb ick bij Agnew  1920 gemist.""

[6] N.B. Hersloff, then resident in Pinehurst, North Carolina, wrote to Duveen Brothers, Inc. on 15 November 1930 to ask if the dealer would be interested in buying the painting. He was told, however, in letter of 20 November 1930, that the firm did not buy works by the artist. (Duveen Brothers Records, accession number 960015, Research Library, Getty Research Institute, Los Angeles: reel 321, box 466, folder 2; copies in NGA curatorial files)

[7] On 7 April 1933 the picture was received by Knoedler, on consignment from ""H. B. Hersloff, Compania De Trafico Y Formento"" (no address given, transaction no. CA 513 in the stockbook). It was returned to the consigner on 8 May 1934, but returned again in January 1935 (transaction CA 768, again from ""H.B. Hersloff""). However, the painting is listed in the 1935 Knoedler exhibition catalogue as having come from the collection of ""Nils B. Hersloff, Esq.,"" rather than ""H.B.,"" as was entered in the normally reliable Knoedler stockbooks. (The stockbook information was kindly provided by Nancy C. Little, librarian at M. Knoedler & Co., New York).



",Andrew W. Mellon Collection,Painting,,,0,CNE-B,,,,,2023-05-09 17:01:03.48-04,Q20177396,https://api.nga.gov/iiif/c5f5cfa6-6150-435a-bf5d-a0a7a55c52f7,"https://api.nga.gov/iiif/c5f5cfa6-6150-435a-bf5d-a0a7a55c52f7/full/!800,800/0/default.jpg"
46164,1,1961.9.65,8379,The Finding of Moses,c. 1655/1660,1655,painting,1660,1651 to 1700,oil on canvas,"overall: 119.6 x 172.8 cm (47 1/16 x 68 1/16 in.)
framed: 161.3 x 209.6 x 8.6 cm (63 1/2 x 82 1/2 x 3 3/8 in.)",,,"Bourdon, Sébastien",Sébastien Bourdon,"Possibly Adriaen Paets II [1657-1712], Rotterdam; possibly (his sale, Rotterdam, 26 April 1713, no. 19).[1] Possibly François Antoine Robit [c. 1752-1815], Paris; (exhibition and sale, including Robit collection, by private contract, Mr. [Michael] Bryan's Gallery, London, 6 November 1801 and following days [exhibition closed 31 May 1802], no. 44).[2] Arthur L. Nicholson, London and Llandaff House, Surrey, by 1937 until at least 1939.[3] (Paul Drey, New York); sold 1948 to the Samuel H. Kress Foundation, New York;[4] gift 1961 to NGA.


[1] Pierre Rosenberg, Guido Jansen, and Jeroen Giltaij, _French Paintings from Dutch Collections, 1600-1800_, exh. cat., Musée des beaux-arts, Dijon; Institut nederlandais, Paris; Museum Boymans-Van Beuningen, Rotterdam; Rotterdam, 1992: 21, 35: ""Een Stuk, door Sebastiaen Bourdon, zeer excellent, verbeeldende de Vindinge Van Moises in den Nyl, hoog 3 voet 9 duim breed 5 voet 4 duim"" (""A piece by Sebastien Bourdon, very excellent, illustrating the Finding of Moses in the Nile, measuring 3 feet, 9 inches high and 5 feet 4 inches wide""). This entry appears in the Paets sale of 26 April 1713; see Gerard Hoet, _Catalogus of naamlyst van schilderyen, met derzelver pryzen, zedert een langen reeks van jaaren zoo in Holland als op andere plaatzen in het openbaar verkogt, benevens een verzameling van lysten van verscheyden nog in wezen zynde cabinetten_, 3 vols.,  Soest : Davaco, 1976 (reprint of the 1752-1770 ed.): 1:156, no. 19. The measurements, given according to the Rhineland Scale, are approximately 118 x 168 centimeters.

[2] ""_The Finding of Moses_ by Sébastien Bourdon,"" sold by the dealer Bryan in London in 1801, in a sale which included works from the Robit collection, may be NGA 1961.9.65, but we have no evidence beyond the artist's name and the title. See Colin Eisler, _Paintings from the Samuel H. Kress Collection: European Schools Excluding Italian_, Oxford, 1977: 289-290.

[3] Nicholson lent the painting to the 1937 Paris and 1939 Liège exhibitions.

[4] See The Kress Collection Digital Archive, https://kress.nga.gov/Detail/objects/2172.



",Samuel H. Kress Collection,Painting,,,0,CF,,,,,2023-05-09 17:01:03.48-04,Q20177380,https://api.nga.gov/iiif/87bbd92f-9e97-4f01-ad22-ce8d7267798d,"https://api.nga.gov/iiif/87bbd92f-9e97-4f01-ad22-ce8d7267798d/full/!800,800/0/default.jpg"
126821,1,2002.146.3.b,,Rosebush Growing out of a Rocky Terrain [reverse],c. 1655/1675,1655,sculpture,1675,1651 to 1700,bronze,"overall (diameter): 5.38 cm (2 1/8 in.)
gross weight: 62.5 gr (0.138 lb.)
axis: 12:00",o the banderole: SVAVIS.ET.ASPER,,"Chéron, Charles-Jean-François",Charles-Jean-François Chéron,"Purchased c. 1960/1985 by Lisa and Leonard Baskin, Leeds, Massachusetts; gift 2002 to NGA.",Gift of Lisa Unger Baskin,Sculpture,Medal/Medallion,,0,CSD,,,,,2023-05-09 17:01:03.48-04,Q63861689,https://api.nga.gov/iiif/ab77e6a5-2001-4d19-b0a0-8490365606f6,"https://api.nga.gov/iiif/ab77e6a5-2001-4d19-b0a0-8490365606f6/full/!800,800/0/default.jpg"
81336,1,1985.61.571,,"Palazzi di Roma de'piu celebri architetti designati da Pietro Ferrerio pittore et architetto - Nuovi disegni dell'architettura e piante de'palazzi de Roma de'pui celebri architetti, disegnati et intagliati da Gio. Battista Falda",published c. 1655-1670,1655,volume,1670,1651 to 1700,"Two illustrated volumes bound together, 43 etched illustrations in the first and 60 in the latter (originally, 61, missing page 27)",,,,"Ferrerio, Pietro and Giovanni Battista Falda (authors)",Pietro Ferrerio and Giovanni Battista Falda (authors),,"Mark J. Millard Architectural Collection, David K.E. Bruce Fund",Volume,Print,,0,CG-E,,,,,2023-05-09 17:01:03.48-04,,https://api.nga.gov/iiif/d802e83a-9121-410c-b845-75fb80d5d4e0,"https://api.nga.gov/iiif/d802e83a-9121-410c-b845-75fb80d5d4e0/full/!800,800/0/default.jpg"
81336,1,1985.61.571,,"Palazzi di Roma de'piu celebri architetti designati da Pietro Ferrerio pittore et architetto - Nuovi disegni dell'architettura e piante de'palazzi de Roma de'pui celebri architetti, disegnati et intagliati da Gio. Battista Falda",published c. 1655-1670,1655,volume,1670,1651 to 1700,"Two illustrated volumes bound together, 43 etched illustrations in the first and 60 in the latter (originally, 61, missing page 27)",,,,"Ferrerio, Pietro and Giovanni Battista Falda (authors)",Pietro Ferrerio and Giovanni Battista Falda (authors),,"Mark J. Millard Architectural Collection, David K.E. Bruce Fund",Volume,Print,,0,CG-E,,,,,2023-05-09 17:01:03.48-04,,https://api.nga.gov/iiif/e7e688b8-78b8-45a9-832e-237b6d83001d,"https://api.nga.gov/iiif/e7e688b8-78b8-45a9-832e-237b6d83001d/full/!800,800/0/default.jpg"
81336,1,1985.61.571,,"Palazzi di Roma de'piu celebri architetti designati da Pietro Ferrerio pittore et architetto - Nuovi disegni dell'architettura e piante de'palazzi de Roma de'pui celebri architetti, disegnati et intagliati da Gio. Battista Falda",published c. 1655-1670,1655,volume,1670,1651 to 1700,"Two illustrated volumes bound together, 43 etched illustrations in the first and 60 in the latter (originally, 61, missing page 27)",,,,"Ferrerio, Pietro and Giovanni Battista Falda (authors)",Pietro Ferrerio and Giovanni Battista Falda (authors),,"Mark J. Millard Architectural Collection, David K.E. Bruce Fund",Volume,Print,,0,CG-E,,,,,2023-05-09 17:01:03.48-04,,https://api.nga.gov/iiif/0bde8beb-8c89-42d2-8ed1-00f4a1dcce5c,"https://api.nga.gov/iiif/0bde8beb-8c89-42d2-8ed1-00f4a1dcce5c/full/!800,800/0/default.jpg"
81336,1,1985.61.571,,"Palazzi di Roma de'piu celebri architetti designati da Pietro Ferrerio pittore et architetto - Nuovi disegni dell'architettura e piante de'palazzi de Roma de'pui celebri architetti, disegnati et intagliati da Gio. Battista Falda",published c. 1655-1670,1655,volume,1670,1651 to 1700,"Two illustrated volumes bound together, 43 etched illustrations in the first and 60 in the latter (originally, 61, missing page 27)",,,,"Ferrerio, Pietro and Giovanni Battista Falda (authors)",Pietro Ferrerio and Giovanni Battista Falda (authors),,"Mark J. Millard Architectural Collection, David K.E. Bruce Fund",Volume,Print,,0,CG-E,,,,,2023-05-09 17:01:03.48-04,,https://api.nga.gov/iiif/b0f86a82-8504-416f-aa1d-f1820c3f330f,"https://api.nga.gov/iiif/b0f86a82-8504-416f-aa1d-f1820c3f330f/full/!800,800/0/default.jpg"
81336,1,1985.61.571,,"Palazzi di Roma de'piu celebri architetti designati da Pietro Ferrerio pittore et architetto - Nuovi disegni dell'architettura e piante de'palazzi de Roma de'pui celebri architetti, disegnati et intagliati da Gio. Battista Falda",published c. 1655-1670,1655,volume,1670,1651 to 1700,"Two illustrated volumes bound together, 43 etched illustrations in the first and 60 in the latter (originally, 61, missing page 27)",,,,"Ferrerio, Pietro and Giovanni Battista Falda (authors)",Pietro Ferrerio and Giovanni Battista Falda (authors),,"Mark J. Millard Architectural Collection, David K.E. Bruce Fund",Volume,Print,,0,CG-E,,,,,2023-05-09 17:01:03.48-04,,https://api.nga.gov/iiif/0e1e13f7-2123-4f80-b66d-623bc08de991,"https://api.nga.gov/iiif/0e1e13f7-2123-4f80-b66d-623bc08de991/full/!800,800/0/default.jpg"
81336,1,1985.61.571,,"Palazzi di Roma de'piu celebri architetti designati da Pietro Ferrerio pittore et architetto - Nuovi disegni dell'architettura e piante de'palazzi de Roma de'pui celebri architetti, disegnati et intagliati da Gio. Battista Falda",published c. 1655-1670,1655,volume,1670,1651 to 1700,"Two illustrated volumes bound together, 43 etched illustrations in the first and 60 in the latter (originally, 61, missing page 27)",,,,"Ferrerio, Pietro and Giovanni Battista Falda (authors)",Pietro Ferrerio and Giovanni Battista Falda (authors),,"Mark J. Millard Architectural Collection, David K.E. Bruce Fund",Volume,Print,,0,CG-E,,,,,2023-05-09 17:01:03.48-04,,https://api.nga.gov/iiif/8cd3ef28-4f8b-407f-a44b-5d0cbdf36370,"https://api.nga.gov/iiif/8cd3ef28-4f8b-407f-a44b-5d0cbdf36370/full/!800,800/0/default.jpg"
81336,1,1985.61.571,,"Palazzi di Roma de'piu celebri architetti designati da Pietro Ferrerio pittore et architetto - Nuovi disegni dell'architettura e piante de'palazzi de Roma de'pui celebri architetti, disegnati et intagliati da Gio. Battista Falda",published c. 1655-1670,1655,volume,1670,1651 to 1700,"Two illustrated volumes bound together, 43 etched illustrations in the first and 60 in the latter (originally, 61, missing page 27)",,,,"Ferrerio, Pietro and Giovanni Battista Falda (authors)",Pietro Ferrerio and Giovanni Battista Falda (authors),,"Mark J. Millard Architectural Collection, David K.E. Bruce Fund",Volume,Print,,0,CG-E,,,,,2023-05-09 17:01:03.48-04,,https://api.nga.gov/iiif/5aaeb5b6-816e-477c-96fd-1d9992ecf9cc,"https://api.nga.gov/iiif/5aaeb5b6-816e-477c-96fd-1d9992ecf9cc/full/!800,800/0/default.jpg"
81336,1,1985.61.571,,"Palazzi di Roma de'piu celebri architetti designati da Pietro Ferrerio pittore et architetto - Nuovi disegni dell'architettura e piante de'palazzi de Roma de'pui celebri architetti, disegnati et intagliati da Gio. Battista Falda",published c. 1655-1670,1655,volume,1670,1651 to 1700,"Two illustrated volumes bound together, 43 etched illustrations in the first and 60 in the latter (originally, 61, missing page 27)",,,,"Ferrerio, Pietro and Giovanni Battista Falda (authors)",Pietro Ferrerio and Giovanni Battista Falda (authors),,"Mark J. Millard Architectural Collection, David K.E. Bruce Fund",Volume,Print,,0,CG-E,,,,,2023-05-09 17:01:03.48-04,,https://api.nga.gov/iiif/e7e688b8-78b8-45a9-832e-237b6d83001d,"https://api.nga.gov/iiif/e7e688b8-78b8-45a9-832e-237b6d83001d/full/!800,800/0/default.jpg"
81336,1,1985.61.571,,"Palazzi di Roma de'piu celebri architetti designati da Pietro Ferrerio pittore et architetto - Nuovi disegni dell'architettura e piante de'palazzi de Roma de'pui celebri architetti, disegnati et intagliati da Gio. Battista Falda",published c. 1655-1670,1655,volume,1670,1651 to 1700,"Two illustrated volumes bound together, 43 etched illustrations in the first and 60 in the latter (originally, 61, missing page 27)",,,,"Ferrerio, Pietro and Giovanni Battista Falda (authors)",Pietro Ferrerio and Giovanni Battista Falda (authors),,"Mark J. Millard Architectural Collection, David K.E. Bruce Fund",Volume,Print,,0,CG-E,,,,,2023-05-09 17:01:03.48-04,,https://api.nga.gov/iiif/c77a212f-c3cc-45a1-a4f0-48bc6400fa0c,"https://api.nga.gov/iiif/c77a212f-c3cc-45a1-a4f0-48bc6400fa0c/full/!800,800/0/default.jpg"
81336,1,1985.61.571,,"Palazzi di Roma de'piu celebri architetti designati da Pietro Ferrerio pittore et architetto - Nuovi disegni dell'architettura e piante de'palazzi de Roma de'pui celebri architetti, disegnati et intagliati da Gio. Battista Falda",published c. 1655-1670,1655,volume,1670,1651 to 1700,"Two illustrated volumes bound together, 43 etched illustrations in the first and 60 in the latter (originally, 61, missing page 27)",,,,"Ferrerio, Pietro and Giovanni Battista Falda (authors)",Pietro Ferrerio and Giovanni Battista Falda (authors),,"Mark J. Millard Architectural Collection, David K.E. Bruce Fund",Volume,Print,,0,CG-E,,,,,2023-05-09 17:01:03.48-04,,https://api.nga.gov/iiif/f5c5b80f-82f8-4a97-b40f-d62b80ae0ea5,"https://api.nga.gov/iiif/f5c5b80f-82f8-4a97-b40f-d62b80ae0ea5/full/!800,800/0/default.jpg"
81336,1,1985.61.571,,"Palazzi di Roma de'piu celebri architetti designati da Pietro Ferrerio pittore et architetto - Nuovi disegni dell'architettura e piante de'palazzi de Roma de'pui celebri architetti, disegnati et intagliati da Gio. Battista Falda",published c. 1655-1670,1655,volume,1670,1651 to 1700,"Two illustrated volumes bound together, 43 etched illustrations in the first and 60 in the latter (originally, 61, missing page 27)",,,,"Ferrerio, Pietro and Giovanni Battista Falda (authors)",Pietro Ferrerio and Giovanni Battista Falda (authors),,"Mark J. Millard Architectural Collection, David K.E. Bruce Fund",Volume,Print,,0,CG-E,,,,,2023-05-09 17:01:03.48-04,,https://api.nga.gov/iiif/f5c5b80f-82f8-4a97-b40f-d62b80ae0ea5,"https://api.nga.gov/iiif/f5c5b80f-82f8-4a97-b40f-d62b80ae0ea5/full/!800,800/0/default.jpg"
